,lead_number,lead_origin,lead_source,do_not_email,converted,totalvisits,ttime_on_site,pg_view_pv,last_activity,country,specialization,curr_occupation,reason_behind_course,tags,city,avail_free_copy
4250,619170,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4251,619164,API,Google,0,0,2.0,346.0,1.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4252,619151,API,Direct Traffic,0,1,11.0,942.0,6.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,Closed by Horizzon,Thane & Outskirts,0
4253,619144,Landing Page Submission,Google,0,1,5.0,1473.0,5.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
4254,619142,Landing Page Submission,Google,0,0,4.0,217.0,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0
4255,619137,Landing Page Submission,Google,0,0,7.0,136.0,3.5,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,0
4256,619119,Landing Page Submission,Google,0,1,4.0,888.0,4.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4257,619118,API,Google,0,0,5.0,747.0,2.5,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4258,619098,Landing Page Submission,Direct Traffic,0,1,2.0,1282.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
4259,619090,Landing Page Submission,Google,0,1,6.0,842.0,6.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4260,619066,Landing Page Submission,Direct Traffic,0,0,1.0,2.0,1.0,Converted to Lead,India,Hospitality Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
4261,619064,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4262,619060,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4263,619054,API,Google,0,1,2.0,1594.0,1.0,SMS Sent,Asia/Pacific Region,,Unemployed,Better Career Prospects,,Mumbai,0
4264,619044,Landing Page Submission,Direct Traffic,0,1,6.0,1207.0,6.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,,Tier II Cities,1
4265,619041,Landing Page Submission,Google,0,0,4.0,57.0,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,,Other Metro Cities,0
4266,619035,API,Organic Search,0,1,4.0,299.0,4.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4267,619022,API,Organic Search,0,0,9.0,251.0,4.5,Email Opened,India,,Unemployed,Better Career Prospects,Graduation in progress,Mumbai,0
4268,619020,Landing Page Submission,Google,0,1,5.0,1351.0,2.5,Olark Chat Conversation,India,Human Resource Management,Unemployed,Better Career Prospects,Lost to EINS,Other Metro Cities,1
4269,619003,API,Direct Traffic,0,1,8.0,1011.0,6.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4270,619000,Landing Page Submission,Google,0,0,6.0,49.0,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
4271,618999,Landing Page Submission,Google,0,1,3.0,1618.0,1.5,Email Link Clicked,India,,Unemployed,Better Career Prospects,,Mumbai,0
4272,618983,Landing Page Submission,Referral Sites,0,1,5.0,551.0,2.5,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4273,618977,Landing Page Submission,Google,0,0,2.0,106.0,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,switched off,Other Cities,0
4274,618971,Landing Page Submission,Google,0,0,4.0,1058.0,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,,Mumbai,0
4275,618952,Landing Page Submission,Direct Traffic,0,1,11.0,179.0,6.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4276,618943,API,Organic Search,0,0,2.0,391.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4277,618932,API,Google,1,0,1.0,305.0,1.0,Email Bounced,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
4278,618917,Landing Page Submission,Direct Traffic,0,1,2.0,454.0,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4279,618915,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4280,618896,Landing Page Submission,Direct Traffic,0,0,2.0,63.0,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
4281,618866,Landing Page Submission,Direct Traffic,0,1,9.0,1242.0,6.0,SMS Sent,India,Supply Chain Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1
4282,618850,API,Organic Search,0,0,2.0,375.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
4283,618845,API,Direct Traffic,0,0,1.0,1075.0,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4284,618841,Landing Page Submission,Direct Traffic,0,1,8.0,718.0,2.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,1
4285,618838,Landing Page Submission,Direct Traffic,0,1,3.0,105.0,3.0,SMS Sent,India,IT Projects Management,Working Professional,Better Career Prospects,,Mumbai,1
4286,618835,Landing Page Submission,Direct Traffic,0,0,1.0,165.0,1.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,Graduation in progress,Thane & Outskirts,1
4287,618807,API,Google,0,0,3.0,381.0,3.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0
4288,618782,Landing Page Submission,Direct Traffic,0,1,10.0,744.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4289,618777,Landing Page Submission,Direct Traffic,0,0,3.0,14.0,3.0,SMS Sent,Singapore,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Ringing,Mumbai,1
4290,618766,Landing Page Submission,Direct Traffic,0,0,2.0,331.0,2.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,,Mumbai,1
4291,618747,Landing Page Submission,Google,0,1,5.0,1125.0,5.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4292,618729,API,Google,0,1,2.0,1240.0,1.0,Form Submitted on Website,India,IT Projects Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4293,618713,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4294,618705,API,Google,0,0,2.0,118.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4295,618670,API,Google,0,1,4.0,1891.0,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4296,618650,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,Rural and Agribusiness,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4297,618634,Landing Page Submission,Direct Traffic,0,1,2.0,1376.0,2.0,SMS Sent,India,Hospitality Management,Working Professional,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1
4298,618581,Landing Page Submission,Direct Traffic,0,0,2.0,287.0,2.0,Form Submitted on Website,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,,Thane & Outskirts,1
4299,618578,Landing Page Submission,Organic Search,0,0,8.0,269.0,6.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,invalid number,Other Metro Cities,1
4300,618575,API,Google,0,0,2.0,1271.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4301,618571,API,Olark Chat,1,0,1.0,328.0,1.0,Unsubscribed,India,Healthcare Management,Unemployed,Better Career Prospects,Recognition issue (DEC approval),Other Cities,1
4302,618565,API,Google,0,0,5.0,162.0,2.5,Email Opened,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
4303,618564,API,Google,0,0,3.0,611.0,3.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4304,618523,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4305,618507,Landing Page Submission,Google,0,1,6.0,373.0,6.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Busy,Mumbai,0
4306,618506,API,Olark Chat,1,0,0.0,0.0,0.0,Email Bounced,India,,Unemployed,Better Career Prospects,,Mumbai,0
4307,618500,Landing Page Submission,Organic Search,0,0,4.0,1098.0,4.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Ringing,Mumbai,0
4308,618494,API,Google,0,0,2.0,155.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Busy,Mumbai,0
4309,618476,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4310,618449,API,Olark Chat,0,0,3.0,172.0,1.5,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,number not provided,Mumbai,0
4311,618437,API,Organic Search,0,0,3.0,268.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4312,618435,API,Google,0,1,3.0,168.0,1.5,SMS Sent,India,,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,0
4313,618430,API,Google,0,0,2.0,1440.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4314,618429,API,Google,0,0,5.0,610.0,2.5,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
4315,618419,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4316,618416,Landing Page Submission,Direct Traffic,0,1,9.0,476.0,3.0,SMS Sent,India,E-Business,Unemployed,Better Career Prospects,,Mumbai,1
4317,618414,Landing Page Submission,Direct Traffic,0,1,3.0,128.0,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4318,618413,Landing Page Submission,Google,0,1,5.0,178.0,5.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4319,618407,API,Olark Chat,0,0,0.0,0.0,0.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
4320,618401,Landing Page Submission,Google,0,1,4.0,1107.0,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4321,618394,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4322,618387,API,Olark Chat,0,0,5.0,393.0,2.5,Email Opened,United Arab Emirates,Operations Management,Unemployed,Better Career Prospects,,Other Metro Cities,0
4323,618361,Landing Page Submission,Google,0,0,6.0,289.0,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4324,618358,Landing Page Submission,Direct Traffic,0,0,2.0,1316.0,2.0,Email Opened,India,IT Projects Management,Student,Better Career Prospects,Already a student,Mumbai,1
4325,618350,API,Olark Chat,0,0,0.0,0.0,0.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,,Mumbai,0
4326,618341,Landing Page Submission,Direct Traffic,0,0,1.0,234.0,1.0,Converted to Lead,India,Rural and Agribusiness,Unemployed,Better Career Prospects,Already a student,Mumbai,1
4327,618339,API,Google,0,1,4.0,586.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4328,618334,API,Olark Chat,0,0,4.0,169.0,1.33,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
4329,618332,Landing Page Submission,Google,0,1,3.0,1367.0,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,0
4330,618310,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Marketing Management,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0
4331,618288,Landing Page Submission,Direct Traffic,0,1,2.0,1311.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
4332,618270,Landing Page Submission,Google,0,0,6.0,197.0,3.0,Form Submitted on Website,India,E-Business,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4333,618267,Landing Page Submission,Google,0,1,5.0,920.0,5.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,,Mumbai,0
4334,618253,Landing Page Submission,Direct Traffic,0,1,11.0,155.0,4.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
4335,618248,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Olark Chat Conversation,India,Healthcare Management,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
4336,618235,Landing Page Submission,Direct Traffic,0,0,6.0,531.0,6.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
4337,618210,Landing Page Submission,Direct Traffic,0,1,4.0,1333.0,2.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4338,618206,Landing Page Submission,Organic Search,0,1,5.0,1042.0,1.67,Email Opened,India,Media and Advertising,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
4339,618175,Landing Page Submission,Google,0,0,5.0,167.0,2.5,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,,Other Cities,0
4340,618141,Landing Page Submission,Direct Traffic,0,0,2.0,29.0,2.0,Email Opened,Uganda,Marketing Management,Unemployed,Better Career Prospects,switched off,Other Cities,1
4341,618132,Landing Page Submission,Direct Traffic,0,1,3.0,399.0,3.0,Email Opened,India,Rural and Agribusiness,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1
4342,618125,API,Olark Chat,0,1,0.0,0.0,0.0,Olark Chat Conversation,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4343,618111,Landing Page Submission,Google,0,0,5.0,120.0,5.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4344,618102,Landing Page Submission,Google,0,0,7.0,406.0,6.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
4345,618080,API,Organic Search,0,0,4.0,811.0,4.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
4346,618074,Landing Page Submission,Direct Traffic,0,0,3.0,85.0,3.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1
4347,618062,Landing Page Submission,Direct Traffic,0,1,2.0,1412.0,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1
4348,618049,API,Google,0,0,3.0,1259.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4349,618041,Landing Page Submission,Organic Search,0,1,11.0,438.0,6.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1
4350,618022,Landing Page Submission,Google,0,0,2.0,246.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4351,617992,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
4352,617991,Landing Page Submission,Direct Traffic,0,1,2.0,172.0,2.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4353,617975,Landing Page Submission,Direct Traffic,0,1,4.0,1246.0,4.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4354,617969,Landing Page Submission,Direct Traffic,0,0,1.0,301.0,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,1
4355,617962,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4356,617958,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4357,617944,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4358,617934,Landing Page Submission,Google,0,1,8.0,190.0,4.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,Busy,Mumbai,0
4359,617929,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4360,617920,API,Organic Search,0,1,5.0,1357.0,2.5,Email Opened,India,Marketing Management,Working Professional,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4361,617909,API,Organic Search,0,0,5.0,533.0,5.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4362,617905,Landing Page Submission,Google,0,0,2.0,232.0,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0
4363,617897,Landing Page Submission,Direct Traffic,0,0,2.0,31.0,2.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,Already a student,Mumbai,1
